timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773948466,deployment-persistence-1,0.23%,310.5MiB / 1.946GiB,15.58%,176MB / 159MB,507MB / 1.34MB,56
1773948466,deployment-db-1,0.06%,12.98MiB / 1.946GiB,0.65%,17.5MB / 65.4MB,142MB / 133MB,35
1773948476,deployment-image-1,0.23%,208.9MiB / 1.946GiB,10.48%,59.7MB / 1.86GB,385MB / 397kB,78
1773948476,deployment-auth-1,1.29%,221.3MiB / 1.946GiB,11.10%,96.3MB / 64.7MB,554MB / 786kB,69
1773948476,deployment-webui-1,1.48%,440MiB / 1.946GiB,22.08%,2.14GB / 2.59GB,821MB / 1.03MB,110
1773948476,deployment-registry-1,0.40%,100.2MiB / 1.946GiB,5.03%,5MB / 3.28MB,361MB / 524kB,50
1773948476,deployment-recommender-1,0.20%,233.3MiB / 1.946GiB,11.70%,10.1MB / 6.27MB,436MB / 115kB,74
1773948476,deployment-persistence-1,3.47%,310.5MiB / 1.946GiB,15.58%,176MB / 159MB,508MB / 1.34MB,56
1773948476,deployment-db-1,0.06%,12.89MiB / 1.946GiB,0.65%,17.5MB / 65.4MB,142MB / 133MB,35
1773948484,deployment-image-1,1.36%,208.2MiB / 1.946GiB,10.45%,59.7MB / 1.86GB,385MB / 397kB,78
1773948484,deployment-auth-1,1.43%,218.6MiB / 1.946GiB,10.97%,96.3MB / 64.7MB,554MB / 786kB,69
1773948484,deployment-webui-1,2.15%,438.7MiB / 1.946GiB,22.01%,2.14GB / 2.59GB,821MB / 1.03MB,110
1773948484,deployment-registry-1,0.65%,99.76MiB / 1.946GiB,5.01%,5.02MB / 3.29MB,361MB / 524kB,50
1773948484,deployment-recommender-1,2.06%,232.6MiB / 1.946GiB,11.67%,10.1MB / 6.27MB,436MB / 115kB,74
1773948484,deployment-persistence-1,0.15%,310.5MiB / 1.946GiB,15.58%,176MB / 159MB,508MB / 1.34MB,56
1773948484,deployment-db-1,0.07%,12.85MiB / 1.946GiB,0.64%,17.5MB / 65.4MB,142MB / 133MB,35
1773948493,deployment-image-1,1.52%,208.9MiB / 1.946GiB,10.48%,59.8MB / 1.86GB,385MB / 397kB,78
1773948493,deployment-auth-1,2.56%,219.1MiB / 1.946GiB,11.00%,96.3MB / 64.7MB,554MB / 786kB,69
1773948493,deployment-webui-1,1.38%,442.6MiB / 1.946GiB,22.21%,2.14GB / 2.59GB,826MB / 1.03MB,109
1773948493,deployment-registry-1,0.46%,99.76MiB / 1.946GiB,5.01%,5.03MB / 3.3MB,361MB / 524kB,50
1773948493,deployment-recommender-1,0.22%,233.4MiB / 1.946GiB,11.71%,10.1MB / 6.28MB,437MB / 115kB,74
1773948493,deployment-persistence-1,0.15%,310.6MiB / 1.946GiB,15.59%,176MB / 159MB,508MB / 1.34MB,56
1773948493,deployment-db-1,0.07%,12.85MiB / 1.946GiB,0.64%,17.5MB / 65.4MB,142MB / 133MB,35
1773948501,deployment-image-1,0.34%,208.9MiB / 1.946GiB,10.48%,59.8MB / 1.86GB,385MB / 397kB,78
1773948501,deployment-auth-1,2.10%,219.2MiB / 1.946GiB,11.00%,96.3MB / 64.8MB,554MB / 786kB,69
1773948501,deployment-webui-1,3.23%,443MiB / 1.946GiB,22.23%,2.14GB / 2.59GB,828MB / 1.03MB,109
1773948501,deployment-registry-1,0.50%,99.78MiB / 1.946GiB,5.01%,5.05MB / 3.31MB,361MB / 524kB,50
1773948501,deployment-recommender-1,0.37%,233.6MiB / 1.946GiB,11.72%,10.1MB / 6.28MB,437MB / 115kB,74
1773948501,deployment-persistence-1,1.84%,310.6MiB / 1.946GiB,15.59%,176MB / 159MB,508MB / 1.34MB,56
1773948501,deployment-db-1,0.10%,12.85MiB / 1.946GiB,0.64%,17.5MB / 65.4MB,142MB / 133MB,35
1773948509,deployment-image-1,1.65%,211.1MiB / 1.946GiB,10.59%,59.8MB / 1.86GB,388MB / 397kB,78
1773948509,deployment-auth-1,3.54%,218.2MiB / 1.946GiB,10.95%,96.3MB / 64.8MB,554MB / 786kB,69
1773948509,deployment-webui-1,3.74%,442.9MiB / 1.946GiB,22.22%,2.14GB / 2.59GB,828MB / 1.03MB,109
1773948509,deployment-registry-1,0.71%,99.31MiB / 1.946GiB,4.98%,5.06MB / 3.32MB,361MB / 524kB,50
1773948509,deployment-recommender-1,2.29%,233.6MiB / 1.946GiB,11.72%,10.1MB / 6.28MB,437MB / 115kB,74
1773948509,deployment-persistence-1,0.14%,311MiB / 1.946GiB,15.61%,176MB / 159MB,509MB / 1.34MB,56
1773948509,deployment-db-1,0.10%,12.85MiB / 1.946GiB,0.64%,17.5MB / 65.4MB,142MB / 133MB,35
1773948518,deployment-image-1,4.00%,209.8MiB / 1.946GiB,10.53%,59.8MB / 1.86GB,389MB / 397kB,78
1773948518,deployment-auth-1,1.27%,271.4MiB / 1.946GiB,13.62%,96.3MB / 64.8MB,626MB / 786kB,69
1773948518,deployment-webui-1,1.49%,438.8MiB / 1.946GiB,22.02%,2.14GB / 2.59GB,830MB / 1.03MB,109
1773948518,deployment-registry-1,0.80%,95.95MiB / 1.946GiB,4.81%,5.08MB / 3.33MB,361MB / 524kB,50
1773948518,deployment-recommender-1,0.66%,231.1MiB / 1.946GiB,11.60%,10.1MB / 6.29MB,437MB / 115kB,74
1773948518,deployment-persistence-1,1.94%,282.9MiB / 1.946GiB,14.19%,176MB / 159MB,509MB / 1.34MB,56
1773948518,deployment-db-1,0.07%,11.43MiB / 1.946GiB,0.57%,17.5MB / 65.4MB,142MB / 133MB,35
