timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773917622,deployment-persistence-1,5.71%,244.3MiB / 1.946GiB,12.26%,136MB / 140MB,392MB / 127kB,56
1773917622,deployment-auth-1,2.01%,180.3MiB / 1.946GiB,9.05%,35.3MB / 12.9MB,332MB / 127kB,55
1773917622,deployment-webui-1,5.59%,469.5MiB / 1.946GiB,23.56%,3.02GB / 3.48GB,988MB / 131kB,106
1773917622,deployment-registry-1,0.49%,112MiB / 1.946GiB,5.62%,4.76MB / 3.13MB,230MB / 127kB,50
1773917622,deployment-image-1,3.20%,245.7MiB / 1.946GiB,12.33%,55.6MB / 2.85GB,474MB / 127kB,78
1773917622,deployment-recommender-1,1.04%,249.7MiB / 1.946GiB,12.53%,5.59MB / 3.81MB,591MB / 127kB,74
1773917622,deployment-db-1,0.08%,5.977MiB / 1.946GiB,0.30%,14.2MB / 63.1MB,103MB / 2.17MB,39
1773917631,deployment-persistence-1,51.39%,243.3MiB / 1.946GiB,12.21%,138MB / 142MB,393MB / 127kB,59
1773917631,deployment-auth-1,8.34%,180.8MiB / 1.946GiB,9.07%,35.9MB / 13.1MB,333MB / 127kB,55
1773917631,deployment-webui-1,125.87%,481.2MiB / 1.946GiB,24.15%,3.08GB / 3.55GB,996MB / 131kB,169
1773917631,deployment-registry-1,1.11%,110.9MiB / 1.946GiB,5.56%,4.78MB / 3.14MB,232MB / 127kB,50
1773917631,deployment-image-1,37.03%,246.7MiB / 1.946GiB,12.38%,56.6MB / 2.9GB,478MB / 127kB,82
1773917631,deployment-recommender-1,4.25%,244.5MiB / 1.946GiB,12.27%,5.74MB / 3.9MB,591MB / 127kB,74
1773917631,deployment-db-1,1.70%,5.934MiB / 1.946GiB,0.30%,14.4MB / 64MB,103MB / 2.17MB,39
1773917641,deployment-persistence-1,5.98%,245.3MiB / 1.946GiB,12.31%,139MB / 143MB,393MB / 127kB,59
1773917641,deployment-auth-1,4.81%,181.6MiB / 1.946GiB,9.11%,36.1MB / 13.2MB,334MB / 127kB,55
1773917641,deployment-webui-1,3.71%,483.1MiB / 1.946GiB,24.24%,3.1GB / 3.57GB,997MB / 131kB,169
1773917641,deployment-registry-1,0.89%,111.4MiB / 1.946GiB,5.59%,4.8MB / 3.16MB,234MB / 127kB,50
1773917641,deployment-image-1,1.42%,246.1MiB / 1.946GiB,12.35%,57MB / 2.92GB,478MB / 127kB,82
1773917641,deployment-recommender-1,2.33%,242.8MiB / 1.946GiB,12.18%,5.8MB / 3.93MB,591MB / 127kB,74
1773917641,deployment-db-1,0.09%,5.898MiB / 1.946GiB,0.30%,14.5MB / 64.3MB,103MB / 2.17MB,39
1773917650,deployment-persistence-1,2.48%,245.5MiB / 1.946GiB,12.32%,139MB / 143MB,394MB / 127kB,59
1773917650,deployment-auth-1,1.29%,182.1MiB / 1.946GiB,9.14%,36.1MB / 13.2MB,334MB / 127kB,55
1773917650,deployment-webui-1,0.31%,483.3MiB / 1.946GiB,24.25%,3.1GB / 3.57GB,997MB / 131kB,169
1773917650,deployment-registry-1,0.44%,111.8MiB / 1.946GiB,5.61%,4.82MB / 3.17MB,235MB / 127kB,50
1773917650,deployment-image-1,1.43%,246.1MiB / 1.946GiB,12.35%,57MB / 2.92GB,478MB / 127kB,82
