timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773918538,deployment-persistence-1,18.02%,242.5MiB / 1.946GiB,12.17%,418MB / 435MB,523MB / 127kB,97
1773918538,deployment-auth-1,41.31%,296.4MiB / 1.946GiB,14.88%,119MB / 42.2MB,531MB / 127kB,71
1773918538,deployment-webui-1,37.52%,406.9MiB / 1.946GiB,20.42%,9.16GB / 10.8GB,1.2GB / 131kB,195
1773918538,deployment-registry-1,0.46%,84.45MiB / 1.946GiB,4.24%,6.56MB / 4.3MB,302MB / 127kB,50
1773918538,deployment-image-1,14.45%,286.1MiB / 1.946GiB,14.35%,173MB / 8.62GB,691MB / 127kB,121
1773918538,deployment-recommender-1,1.33%,197.8MiB / 1.946GiB,9.93%,6.97MB / 4.85MB,777MB / 127kB,74
1773918538,deployment-db-1,1.71%,6.945MiB / 1.946GiB,0.35%,50.8MB / 231MB,128MB / 2.17MB,62
1773918547,deployment-persistence-1,37.13%,242.3MiB / 1.946GiB,12.16%,423MB / 439MB,525MB / 127kB,97
1773918547,deployment-auth-1,20.06%,299.7MiB / 1.946GiB,15.04%,120MB / 42.6MB,532MB / 127kB,71
1773918547,deployment-webui-1,91.87%,392.1MiB / 1.946GiB,19.67%,9.25GB / 10.9GB,1.21GB / 131kB,220
1773918547,deployment-registry-1,0.77%,83.02MiB / 1.946GiB,4.17%,6.58MB / 4.31MB,304MB / 127kB,50
1773918547,deployment-image-1,33.65%,313.7MiB / 1.946GiB,15.74%,175MB / 8.7GB,731MB / 127kB,121
1773918547,deployment-recommender-1,0.20%,206.5MiB / 1.946GiB,10.36%,6.98MB / 4.86MB,796MB / 127kB,74
1773918547,deployment-db-1,3.35%,6.793MiB / 1.946GiB,0.34%,51.3MB / 233MB,128MB / 2.17MB,62
1773918559,deployment-persistence-1,35.79%,243.3MiB / 1.946GiB,12.21%,427MB / 444MB,526MB / 127kB,100
1773918559,deployment-auth-1,18.76%,288.4MiB / 1.946GiB,14.47%,122MB / 43.1MB,535MB / 127kB,72
1773918559,deployment-webui-1,85.93%,393.1MiB / 1.946GiB,19.73%,9.35GB / 11GB,1.21GB / 131kB,232
1773918559,deployment-registry-1,1.04%,81.49MiB / 1.946GiB,4.09%,6.6MB / 4.33MB,308MB / 127kB,50
1773918559,deployment-image-1,55.41%,311.6MiB / 1.946GiB,15.63%,177MB / 8.8GB,731MB / 127kB,121
1773918559,deployment-recommender-1,7.65%,205.7MiB / 1.946GiB,10.32%,6.98MB / 4.86MB,796MB / 127kB,74
1773918559,deployment-db-1,3.09%,6.723MiB / 1.946GiB,0.34%,52MB / 236MB,128MB / 2.17MB,62
