timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773916121,deployment-image-1,7.60%,245.3MiB / 1.946GiB,12.31%,20.8MB / 786MB,489MB / 127kB,78
1773916121,deployment-registry-1,0.62%,88.63MiB / 1.946GiB,4.45%,47.1MB / 31MB,434MB / 127kB,50
1773916121,deployment-webui-1,31.49%,453.1MiB / 1.946GiB,22.74%,843MB / 1.01GB,572MB / 131kB,121
1773916121,deployment-db-1,0.79%,4.699MiB / 1.946GiB,0.24%,5.3MB / 23.8MB,81MB / 2.17MB,38
1773916121,deployment-auth-1,4.07%,209.2MiB / 1.946GiB,10.50%,16.2MB / 11.5MB,438MB / 127kB,55
1773916121,deployment-recommender-1,1.00%,246.7MiB / 1.946GiB,12.38%,7.39MB / 11.2MB,405MB / 127kB,74
1773916121,deployment-persistence-1,1.90%,233.5MiB / 1.946GiB,11.72%,40.7MB / 44.4MB,582MB / 127kB,79
1773916130,deployment-image-1,4.14%,245.9MiB / 1.946GiB,12.34%,21MB / 797MB,489MB / 127kB,78
1773916130,deployment-registry-1,0.54%,88.71MiB / 1.946GiB,4.45%,47.1MB / 31MB,434MB / 127kB,50
1773916130,deployment-webui-1,14.28%,453.1MiB / 1.946GiB,22.74%,855MB / 1.02GB,572MB / 131kB,119
1773916130,deployment-db-1,0.55%,4.699MiB / 1.946GiB,0.24%,5.38MB / 24.2MB,81MB / 2.17MB,38
1773916130,deployment-auth-1,3.26%,209.8MiB / 1.946GiB,10.53%,16.4MB / 11.6MB,439MB / 127kB,55
1773916130,deployment-recommender-1,1.53%,247.1MiB / 1.946GiB,12.40%,7.39MB / 11.2MB,405MB / 127kB,74
1773916130,deployment-persistence-1,6.61%,233.2MiB / 1.946GiB,11.70%,41.3MB / 45MB,582MB / 127kB,79
1773916138,deployment-image-1,0.26%,246.2MiB / 1.946GiB,12.35%,21.1MB / 802MB,489MB / 127kB,78
1773916138,deployment-registry-1,0.29%,88.75MiB / 1.946GiB,4.45%,47.2MB / 31MB,434MB / 127kB,50
1773916138,deployment-webui-1,0.28%,453.7MiB / 1.946GiB,22.77%,860MB / 1.03GB,572MB / 131kB,118
1773916138,deployment-db-1,0.09%,4.699MiB / 1.946GiB,0.24%,5.41MB / 24.3MB,81MB / 2.17MB,38
1773916138,deployment-auth-1,3.47%,209.8MiB / 1.946GiB,10.53%,16.4MB / 11.6MB,439MB / 127kB,55
1773916138,deployment-recommender-1,1.20%,247.1MiB / 1.946GiB,12.40%,7.4MB / 11.2MB,405MB / 127kB,74
1773916138,deployment-persistence-1,2.58%,233.2MiB / 1.946GiB,11.70%,41.5MB / 45.3MB,582MB / 127kB,79
1773916145,deployment-image-1,1.59%,246.3MiB / 1.946GiB,12.36%,21.1MB / 802MB,489MB / 127kB,78
1773916145,deployment-registry-1,0.50%,88.76MiB / 1.946GiB,4.45%,47.2MB / 31.1MB,434MB / 127kB,50
1773916145,deployment-webui-1,4.48%,453.7MiB / 1.946GiB,22.77%,860MB / 1.03GB,572MB / 131kB,118
1773916145,deployment-db-1,0.07%,4.699MiB / 1.946GiB,0.24%,5.41MB / 24.3MB,81MB / 2.17MB,38
1773916145,deployment-auth-1,3.30%,209.8MiB / 1.946GiB,10.53%,16.4MB / 11.6MB,439MB / 127kB,55
1773916145,deployment-recommender-1,1.79%,248.9MiB / 1.946GiB,12.49%,7.4MB / 11.2MB,407MB / 127kB,74
1773916145,deployment-persistence-1,2.49%,233.2MiB / 1.946GiB,11.70%,41.5MB / 45.3MB,582MB / 127kB,79
1773916154,deployment-image-1,1.40%,244MiB / 1.946GiB,12.24%,21.1MB / 802MB,490MB / 127kB,78
1773916154,deployment-registry-1,0.65%,88.47MiB / 1.946GiB,4.44%,47.2MB / 31.1MB,434MB / 127kB,50
1773916154,deployment-webui-1,3.89%,453.3MiB / 1.946GiB,22.74%,860MB / 1.03GB,572MB / 131kB,118
1773916154,deployment-db-1,0.08%,4.695MiB / 1.946GiB,0.24%,5.41MB / 24.3MB,81MB / 2.17MB,38
1773916154,deployment-auth-1,0.16%,206.8MiB / 1.946GiB,10.38%,16.4MB / 11.6MB,439MB / 127kB,55
1773916154,deployment-recommender-1,0.19%,247.5MiB / 1.946GiB,12.42%,7.4MB / 11.2MB,407MB / 127kB,74
1773916154,deployment-persistence-1,0.15%,233.1MiB / 1.946GiB,11.70%,41.5MB / 45.3MB,582MB / 127kB,79
1773916162,deployment-image-1,10.19%,232.9MiB / 1.946GiB,11.69%,21.2MB / 805MB,490MB / 127kB,78
1773916162,deployment-registry-1,0.42%,84.73MiB / 1.946GiB,4.25%,47.2MB / 31.1MB,436MB / 127kB,50
1773916162,deployment-webui-1,20.03%,452.3MiB / 1.946GiB,22.69%,865MB / 1.03GB,572MB / 131kB,118
1773916162,deployment-db-1,0.76%,4.707MiB / 1.946GiB,0.24%,5.44MB / 24.5MB,81MB / 2.17MB,38
1773916162,deployment-auth-1,3.76%,261.6MiB / 1.946GiB,13.13%,16.5MB / 11.6MB,517MB / 127kB,55
1773916162,deployment-recommender-1,1.98%,242.3MiB / 1.946GiB,12.16%,7.41MB / 11.2MB,407MB / 127kB,74
1773916162,deployment-persistence-1,8.24%,226.5MiB / 1.946GiB,11.36%,41.8MB / 45.5MB,583MB / 127kB,79
1773916171,deployment-image-1,8.59%,232.5MiB / 1.946GiB,11.67%,21.3MB / 808MB,491MB / 127kB,78
