timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773916531,deployment-db-1,0.07%,5.691MiB / 1.946GiB,0.29%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916531,deployment-auth-1,0.17%,243.8MiB / 1.946GiB,12.23%,21.5MB / 13.5MB,691MB / 328kB,65
1773916531,deployment-recommender-1,0.20%,279.6MiB / 1.946GiB,14.03%,7.52MB / 11.4MB,575MB / 1.29MB,74
1773916531,deployment-persistence-1,0.21%,275.8MiB / 1.946GiB,13.84%,58.3MB / 63MB,792MB / 3.45MB,117
1773916539,deployment-image-1,1.35%,219.5MiB / 1.946GiB,11.01%,28.3MB / 1.14GB,599MB / 4.2MB,136
1773916539,deployment-registry-1,0.85%,76.04MiB / 1.946GiB,3.82%,47.9MB / 31.6MB,568MB / 741kB,50
1773916539,deployment-webui-1,2.85%,413.7MiB / 1.946GiB,20.76%,1.22GB / 1.46GB,793MB / 2.31MB,164
1773916539,deployment-db-1,0.09%,5.656MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916539,deployment-auth-1,1.28%,243.6MiB / 1.946GiB,12.22%,21.5MB / 13.5MB,692MB / 328kB,65
1773916539,deployment-recommender-1,1.57%,279MiB / 1.946GiB,14.00%,7.52MB / 11.4MB,575MB / 1.29MB,74
1773916539,deployment-persistence-1,1.85%,273.5MiB / 1.946GiB,13.73%,58.3MB / 63MB,792MB / 3.45MB,117
1773916548,deployment-image-1,1.94%,219.5MiB / 1.946GiB,11.01%,28.3MB / 1.14GB,599MB / 4.2MB,136
1773916548,deployment-registry-1,0.71%,77.14MiB / 1.946GiB,3.87%,48MB / 31.6MB,569MB / 741kB,50
1773916548,deployment-webui-1,8.24%,413.6MiB / 1.946GiB,20.75%,1.22GB / 1.46GB,793MB / 2.31MB,163
1773916548,deployment-db-1,0.09%,5.656MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916548,deployment-auth-1,1.75%,244.8MiB / 1.946GiB,12.28%,21.5MB / 13.5MB,694MB / 328kB,65
1773916548,deployment-recommender-1,2.34%,279.2MiB / 1.946GiB,14.01%,7.52MB / 11.4MB,575MB / 1.29MB,74
1773916548,deployment-persistence-1,0.22%,273.8MiB / 1.946GiB,13.74%,58.3MB / 63MB,792MB / 3.45MB,117
1773916556,deployment-image-1,5.16%,219.3MiB / 1.946GiB,11.00%,28.3MB / 1.14GB,600MB / 4.2MB,136
1773916556,deployment-registry-1,0.28%,76.95MiB / 1.946GiB,3.86%,48MB / 31.6MB,570MB / 741kB,50
1773916556,deployment-webui-1,0.31%,408.6MiB / 1.946GiB,20.50%,1.22GB / 1.46GB,793MB / 2.31MB,163
1773916556,deployment-db-1,0.08%,5.641MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916556,deployment-auth-1,2.29%,244.4MiB / 1.946GiB,12.26%,21.5MB / 13.5MB,694MB / 328kB,65
1773916556,deployment-recommender-1,1.99%,284.1MiB / 1.946GiB,14.26%,7.52MB / 11.4MB,582MB / 1.29MB,74
1773916556,deployment-persistence-1,0.23%,272.1MiB / 1.946GiB,13.66%,58.3MB / 63MB,792MB / 3.45MB,117
1773916565,deployment-image-1,11.58%,222.1MiB / 1.946GiB,11.14%,28.3MB / 1.14GB,603MB / 4.2MB,136
1773916565,deployment-registry-1,0.80%,77.73MiB / 1.946GiB,3.90%,48MB / 31.6MB,571MB / 741kB,50
1773916565,deployment-webui-1,1.24%,409.3MiB / 1.946GiB,20.54%,1.22GB / 1.46GB,793MB / 2.31MB,163
1773916565,deployment-db-1,0.08%,5.641MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916565,deployment-auth-1,1.64%,244.4MiB / 1.946GiB,12.26%,21.5MB / 13.5MB,694MB / 328kB,65
1773916565,deployment-recommender-1,1.88%,284.1MiB / 1.946GiB,14.26%,7.53MB / 11.4MB,582MB / 1.29MB,74
1773916565,deployment-persistence-1,11.48%,272.5MiB / 1.946GiB,13.67%,58.3MB / 63MB,793MB / 3.45MB,117
1773916574,deployment-image-1,1.30%,219.5MiB / 1.946GiB,11.01%,28.3MB / 1.14GB,607MB / 4.2MB,78
1773916574,deployment-registry-1,0.69%,78.62MiB / 1.946GiB,3.94%,48MB / 31.6MB,572MB / 741kB,50
1773916574,deployment-webui-1,1.47%,401.8MiB / 1.946GiB,20.16%,1.22GB / 1.46GB,795MB / 2.31MB,87
1773916574,deployment-db-1,0.08%,5.641MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916574,deployment-auth-1,1.39%,244MiB / 1.946GiB,12.25%,21.5MB / 13.5MB,694MB / 328kB,55
1773916574,deployment-recommender-1,1.71%,284.1MiB / 1.946GiB,14.26%,7.53MB / 11.4MB,582MB / 1.29MB,74
1773916574,deployment-persistence-1,4.01%,269.4MiB / 1.946GiB,13.52%,58.3MB / 63MB,796MB / 3.45MB,55
1773916581,deployment-image-1,1.61%,219.9MiB / 1.946GiB,11.03%,28.3MB / 1.14GB,608MB / 4.2MB,78
1773916581,deployment-registry-1,0.47%,79.56MiB / 1.946GiB,3.99%,48MB / 31.6MB,574MB / 741kB,50
1773916581,deployment-webui-1,2.53%,401.8MiB / 1.946GiB,20.16%,1.22GB / 1.46GB,795MB / 2.31MB,87
1773916581,deployment-db-1,0.07%,5.641MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916581,deployment-auth-1,0.17%,244MiB / 1.946GiB,12.25%,21.5MB / 13.5MB,694MB / 328kB,55
1773916581,deployment-recommender-1,0.22%,284.1MiB / 1.946GiB,14.26%,7.53MB / 11.4MB,582MB / 1.29MB,74
1773916581,deployment-persistence-1,0.13%,269.7MiB / 1.946GiB,13.53%,58.3MB / 63MB,796MB / 3.45MB,55
1773916589,deployment-image-1,1.58%,220.3MiB / 1.946GiB,11.05%,28.3MB / 1.14GB,608MB / 4.2MB,78
1773916589,deployment-registry-1,0.52%,80.82MiB / 1.946GiB,4.06%,48MB / 31.6MB,575MB / 741kB,50
1773916589,deployment-webui-1,1.38%,401.8MiB / 1.946GiB,20.16%,1.22GB / 1.46GB,795MB / 2.31MB,87
1773916589,deployment-db-1,0.07%,5.641MiB / 1.946GiB,0.28%,7.71MB / 34.5MB,91.1MB / 2.17MB,62
1773916589,deployment-auth-1,0.16%,244.2MiB / 1.946GiB,12.26%,21.5MB / 13.5MB,695MB / 328kB,55
1773916589,deployment-recommender-1,0.32%,284.1MiB / 1.946GiB,14.26%,7.53MB / 11.4MB,582MB / 1.29MB,74
1773916589,deployment-persistence-1,0.21%,269.7MiB / 1.946GiB,13.53%,58.3MB / 63MB,796MB / 3.45MB,55
1773916597,deployment-image-1,1.61%,220.3MiB / 1.946GiB,11.05%,28.4MB / 1.14GB,608MB / 4.2MB,78
