timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773947521,deployment-db-1,0.05%,12.58MiB / 1.946GiB,0.63%,12.8MB / 47.2MB,109MB / 130MB,58
1773947521,deployment-persistence-1,4.06%,166.2MiB / 1.946GiB,8.34%,143MB / 133MB,597MB / 18.5MB,65
1773947521,deployment-auth-1,4.44%,191.6MiB / 1.946GiB,9.62%,66.4MB / 44.7MB,763MB / 29.9MB,69
1773947521,deployment-registry-1,0.83%,72.43MiB / 1.946GiB,3.63%,3.53MB / 2.34MB,412MB / 10MB,51
1773947521,deployment-image-1,2.95%,395MiB / 1.946GiB,19.82%,49MB / 1.79GB,968MB / 22.7MB,60
1773947521,deployment-webui-1,43.83%,539.4MiB / 1.946GiB,27.07%,2.01GB / 2.36GB,1.26GB / 47.8MB,124
1773947521,deployment-recommender-1,1.55%,156MiB / 1.946GiB,7.83%,9.8MB / 5.91MB,696MB / 13.1MB,74
1773947541,deployment-db-1,0.19%,13.62MiB / 1.946GiB,0.68%,12.9MB / 47.4MB,111MB / 130MB,58
1773947541,deployment-persistence-1,0.28%,178.4MiB / 1.946GiB,8.95%,143MB / 134MB,632MB / 19.3MB,65
1773947541,deployment-auth-1,0.28%,182.3MiB / 1.946GiB,9.15%,66.7MB / 45MB,773MB / 31.7MB,81
1773947541,deployment-registry-1,0.67%,68.78MiB / 1.946GiB,3.45%,3.56MB / 2.36MB,412MB / 10MB,51
1773947541,deployment-image-1,1.33%,385.2MiB / 1.946GiB,19.33%,49.1MB / 1.79GB,980MB / 23MB,60
1773947541,deployment-webui-1,3.18%,539.7MiB / 1.946GiB,27.08%,2.01GB / 2.36GB,1.29GB / 48.1MB,140
1773947541,deployment-recommender-1,3.27%,165.9MiB / 1.946GiB,8.32%,9.8MB / 5.92MB,702MB / 14.6MB,74
1773947556,deployment-db-1,1.13%,12.23MiB / 1.946GiB,0.61%,12.9MB / 47.5MB,111MB / 130MB,58
1773947556,deployment-persistence-1,14.19%,170.6MiB / 1.946GiB,8.56%,143MB / 134MB,638MB / 19.3MB,65
1773947556,deployment-auth-1,45.98%,177.2MiB / 1.946GiB,8.89%,66.8MB / 45MB,778MB / 31.7MB,81
1773947556,deployment-registry-1,0.93%,65.47MiB / 1.946GiB,3.29%,3.58MB / 2.37MB,412MB / 10MB,51
1773947556,deployment-image-1,15.97%,382.8MiB / 1.946GiB,19.21%,49.2MB / 1.79GB,982MB / 23MB,60
1773947556,deployment-webui-1,31.69%,534.2MiB / 1.946GiB,26.80%,2.01GB / 2.36GB,1.3GB / 48.1MB,140
1773947556,deployment-recommender-1,0.47%,170.1MiB / 1.946GiB,8.54%,9.8MB / 5.92MB,704MB / 14.6MB,74
1773947567,deployment-db-1,0.41%,11.25MiB / 1.946GiB,0.56%,13MB / 47.8MB,111MB / 130MB,58
1773947567,deployment-persistence-1,6.51%,176.3MiB / 1.946GiB,8.85%,144MB / 134MB,652MB / 20.2MB,65
1773947567,deployment-auth-1,27.59%,175.6MiB / 1.946GiB,8.81%,67.2MB / 45.3MB,787MB / 32MB,82
1773947567,deployment-registry-1,1.21%,63.77MiB / 1.946GiB,3.20%,3.61MB / 2.39MB,415MB / 10.5MB,51
1773947567,deployment-image-1,2.47%,381MiB / 1.946GiB,19.12%,49.3MB / 1.79GB,995MB / 23.7MB,60
1773947567,deployment-webui-1,19.62%,547.9MiB / 1.946GiB,27.49%,2.02GB / 2.37GB,1.34GB / 53.5MB,145
1773947567,deployment-recommender-1,2.05%,169.3MiB / 1.946GiB,8.50%,9.81MB / 5.93MB,705MB / 14.8MB,74
1773947581,deployment-db-1,1.14%,10.6MiB / 1.946GiB,0.53%,13.2MB / 48.4MB,111MB / 130MB,58
1773947581,deployment-persistence-1,17.69%,187.4MiB / 1.946GiB,9.40%,145MB / 135MB,657MB / 20.2MB,65
1773947581,deployment-auth-1,30.26%,177.4MiB / 1.946GiB,8.90%,68.1MB / 45.9MB,793MB / 32MB,82
1773947581,deployment-registry-1,1.14%,64.62MiB / 1.946GiB,3.24%,3.63MB / 2.4MB,416MB / 10.5MB,51
1773947581,deployment-image-1,33.99%,354.7MiB / 1.946GiB,17.80%,49.7MB / 1.79GB,996MB / 23.7MB,60
1773947581,deployment-webui-1,53.51%,554MiB / 1.946GiB,27.80%,2.02GB / 2.38GB,1.37GB / 53.6MB,148
1773947581,deployment-recommender-1,2.76%,166.3MiB / 1.946GiB,8.34%,9.81MB / 5.94MB,706MB / 14.8MB,74
1773947591,deployment-db-1,1.32%,10.22MiB / 1.946GiB,0.51%,13.4MB / 49.3MB,111MB / 130MB,58
1773947591,deployment-persistence-1,18.22%,224.3MiB / 1.946GiB,11.26%,146MB / 136MB,696MB / 22.1MB,65
1773947591,deployment-auth-1,42.70%,191MiB / 1.946GiB,9.58%,69.4MB / 46.8MB,818MB / 32MB,82
1773947591,deployment-registry-1,12.02%,65.89MiB / 1.946GiB,3.31%,3.66MB / 2.42MB,419MB / 10.6MB,51
1773947591,deployment-image-1,10.79%,328.6MiB / 1.946GiB,16.49%,50.1MB / 1.8GB,999MB / 23.7MB,61
1773947591,deployment-webui-1,73.88%,566.4MiB / 1.946GiB,28.42%,2.03GB / 2.39GB,1.4GB / 59.6MB,149
1773947591,deployment-recommender-1,3.82%,165.1MiB / 1.946GiB,8.29%,9.81MB / 5.94MB,716MB / 15.4MB,74
1773947607,deployment-db-1,0.17%,9.547MiB / 1.946GiB,0.48%,13.6MB / 50.1MB,111MB / 130MB,58
1773947607,deployment-persistence-1,2.77%,253.3MiB / 1.946GiB,12.71%,148MB / 137MB,707MB / 22.4MB,65
